"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"1785833",-122.337733175,37.9761543274,2005,"0710","0","6","3","09",0,1,"B",,,,,,2400,1,"D","C","A","ROBERT H  MILLER","BIRMINGHAM AV",0,,"Y","2005-06-03",710,"2005-01-01",2100,"1220",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","M","B","H","-","C","A","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1785837",-122.344543172,37.939666748,2005,"0710","0","7","4","09",0,2,"B",,,,,,1200,1,"D","C","A","ROOSEVELT AV","25TH ST",0,,"Y","2005-05-26",710,"2005-01-02",1135,"1242",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"Y",2,"A","-",21800,"A","N","B","H","-","A","A","0","Y","A",,0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1785883",-122.347521348,37.9414215088,2005,"0710","0","6","4","09",0,1,"C",,,,,,1500,1,"D","C","A","23RD ST","GRANT AV",6,"N","N","2005-06-03",710,"2005-01-01",1300,"1401","NE","5","5","0","0",,"0","010","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","B","H","-","A","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1785899",-122.323523165,37.9141159058,2005,"0710","0","7","4","12",0,2,"B",,,,,,1500,1,"D","C","A","CARLSON BL","BAYVIEW AV",0,,"Y","2005-06-15",710,"2005-01-02",1435,"1220",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"Y",4,"A","-",21453,"A","N","B","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1830750",-122.324561104,37.940150183,2005,"0710","1","7","4","18",0,1,"B",,,,,,1500,1,"E","J","A","RT 80","SAN PABLO AV",1056,"E","N","2005-08-04",9370,"2005-01-02",1438,"01721",,"2","5","0","1",,"2","082","C","Y","CC",4,80,"-","-",3.19,"H","-","E","N",1,"C","-",0,,"N","B","H","-","A","D","6","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1847892",-122.31565939,37.9841904,2005,"0710","1","5","4","04",0,2,"B",,,,,,1800,1,"C","C","A","RT 80","RICHMOND PKY",1584,"W","N","2005-08-03",9370,"2005-01-14",1510,"01721",,"2","5","0","1",,"2","083","-","Y","CC",4,80,"-","-",6.6,"H","-","E","Y",3,"A","-",21703,,"N","A","H","-","A","D","6","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1847933",-122.318009431,37.977646452,2005,"0710","1","5","4","03",0,4,"B",,,,,,900,1,"C","C","A","RT 80","HILLTOP DR",450,"E","N","2005-08-04",9370,"2005-01-14",834,"13534",,"1","5","0","1",,"2","083","-","Y","CC",4,80,"-","-",6.08,"H","-","W","Y",4,"A","-",22350,,"M","A","H","-","A","D","6","Y","A","01",0,0,4,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1857352",-122.335463176,37.9859542847,2005,"0710","0","1","4","07",0,1,"A",,,,,,1200,1,"B","C","A","SAN PABLO AV","HILLTOP DR",0,,"Y","2005-05-03",710,"2005-01-24",1100,"1229",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1863742",-122.324243168,37.930355007,2005,"0710","1","6","4","03",0,2,"A",,,,,,1500,1,"C","C","A","RT 80","MACDONALD AV",20,"E","N","2005-07-25",9370,"2005-01-15",1255,"01760",,"1","5","0","1",,"2","082","-","Y","CC",4,80,"-","-",2.558,"R","1","E","Y",2,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868248",-122.34270741,37.9350585938,2005,"0710","0","6","4","11",0,1,"A","Y",,,,,1800,2,"A","B","D","MACDONALD AV","27TH ST",72,"E","N","2005-06-24",710,"2005-02-12",1600,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21956,,"N","A","H","-","A","A","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868256",-122.358779132,37.9431610107,2005,"0710","0","3","4","03",0,1,"A",,,,,,2400,2,"E","I","A","KEARNEY ST","HARBOUR WY",400,"E","N","2005-06-24",710,"2005-02-09",2317,"1250",,"5","5","0","0",,"0","007","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","-","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868260",-122.331953174,37.9791946411,2005,"0710","0","5","4","03",0,1,"B",,,,,,1500,2,"E","I","A","HILLTOP MALL RD","ROBERT H MILLER",0,,"N","2005-06-24",710,"2005-02-11",1234,"1398",,"5","5","0","0",,"0","015","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868264",-122.347573172,37.9357452393,2005,"0710","0","3","4","12",0,2,"A",,,,,,1200,2,"D","C","A","23RD ST","MACDONALD AV",0,,"Y","2005-06-24",710,"2005-02-02",1040,"1411",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A",,0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868268",-122.284928634,37.9726104736,2005,"0710","0","3","3","11",0,1,"A","Y",,,,,1500,1,"G","B","D","MAYWOOD DR","MEADOW BROOK DR",200,"N","N","2005-06-24",710,"2005-01-19",1445,"1281",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868276",-122.332873169,37.9301948547,2005,"0710","0","7","4","-",0,1,"A",,,,,,1200,2,"D","C","A","S 39TH ST","CENTER AV",0,,"Y","2005-06-24",710,"2005-02-06",1040,"1382",,"5","5","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"F","A","H","-","A","B","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868288",-122.365803175,37.9384155273,2005,"0710","0","1","4","03",0,1,"B",,,,,,900,2,"D","C","A","BARRETT","4TH ST",0,,"Y","2005-06-24",710,"2005-02-07",811,"1239",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","B","H","-","A","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868296",-122.350193173,37.9459838867,2005,"0710","0","4","4","09",0,2,"A",,,,,,900,2,"D","C","A","LINCOLN AV","20TH ST",0,,"Y","2005-06-24",710,"2005-02-03",850,"1239",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",3,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868300",-122.317583165,37.914445006,2005,"0710","1","5","4","04",0,1,"B",,,,,,1500,1,"C","C","A","RT 80","CARLSON BL",0,,"Y","2005-09-07",9370,"2005-01-28",1451,"14833",,"2","5","0","1",,"2","082","-","Y","CC",4,80,"-","-",1.187,"R","1","W","N",2,"A","-",21703,,"N","A","H","-","A","A","6","Y","A","07",0,0,1,0,0,0,0,0,0,"W","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868304",-122.32829087,37.9764862061,2005,"0710","0","4","4","04",0,1,"A",,,,,,1500,2,"C","C","A","HILLTOP DR","SHANE DR",21,"E","N","2005-08-01",710,"2005-02-03",1447,"1119",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21703,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868308",-122.362348703,37.9383468628,2005,"0710","0","3","4","03",0,1,"A",,,,,,1800,2,"E","I","A","BARRETT AV","8TH ST",140,"W","N","2005-06-24",710,"2005-02-02",1719,"1281",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868312",-122.313073163,37.9034767151,2005,"0710","0","1","4","09",0,1,"A",,,,,,900,1,"D","C","A","SAN JOAQUIN ST","FRESNO AV",0,,"Y","2005-06-24",710,"2005-01-31",750,"1229",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868315",-122.341869842,37.925239563,2005,"0710","0","6","2","03",0,2,"A",,,,,,1200,1,"E","I","A","CUTTING BL","S 29TH ST",50,"E","N","2005-07-11",710,"2005-01-29",1139,"1239",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"F","A","H","-","A","A","0","Y","A",,1,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868322",-122.33312964,37.9214744568,2005,"0710","0","6","4","05",0,1,"A",,,,,,2100,1,"B","E","A","CARLSON BL","POTRERO",42,"N","N","2005-05-25",710,"2005-01-29",1920,"1407",,"5","5","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",3,"A","-",21650,,"N","A","H","-","C","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868324",-122.334603171,37.9485244751,2005,"0710","0","6","4","09",0,1,"B",,,,,,1500,1,"D","C","A","HUMPHREY","34TH ST",0,,"Y","2005-05-19",710,"2005-01-08",1309,"1239",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"N",2,"A","-",21800,"B","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868325",-122.324243168,37.930355007,2005,"0710","0","6","4","03",0,2,"A",,,,,,1500,1,"C","C","A","MACDONALD AV","RT 80",40,"W","N","2005-08-05",710,"2005-01-22",1304,"1239",,"5","5","0","0",,"0",,"-","Y","CC",4,80,"-","-",2.558,"R","1","E","N",2,"A","-",22350,,"M","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","W","RICHMOND","CONTRA COSTA","CA",0,0
"1868329",-122.355943171,37.9211959839,2005,"0710","0","5","4","12",0,2,"B",,,,,,900,1,"D","C","A","MARINA WY S","WRIGHT AV",0,,"Y","2005-07-18",710,"2005-01-28",852,"1239",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","B","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868335",-122.317283173,37.979865012,2005,"0710","0","6","4","04",0,2,"A",,,,,,1500,1,"C","C","A","HILLTOP DR","RT 80",50,"E","N","2005-08-04",710,"2005-01-15",1315,"1239",,"5","5","0","0",,"0",,"-","Y","CC",4,80,"-","-",6.143,"R","4","W","N",2,"A","-",21703,,"N","A","H","-","A","B","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","W","RICHMOND","CONTRA COSTA","CA",0,0
"1868336",-122.348573172,37.9384651184,2005,"0710","0","7","2","01",0,3,"C",,,,,"Y",300,1,"C","C","A","BARRETT AV","22ND ST",0,,"Y","2005-05-23",710,"2005-01-02",107,"1396",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","B","H","-","C","A","0","Y","A",,1,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868340",-122.360023174,37.9383659363,2005,"0710","0","7","4","12",0,5,"B",,,,,"Y",900,1,"D","C","A","HARBOUR WY","BARRETT AV",0,,"Y","2005-06-01",710,"2005-01-09",850,"1311",,"5","5","0","0",,"0","007","-","N",,0,0,,,0,,,,,2,"A","-",21453,"A","F","B","H","-","A","A","0","Y","D",,0,0,5,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868342",-122.348598365,37.9340896606,2005,"0710","0","7","4","04",0,1,"A",,,,,,2100,1,"C","C","A","23RD ST","E 23RD ST",20,"W","N","2005-05-27",710,"2005-01-23",1830,"1304",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",3,"A","-",21703,,"N","A","H","-","C","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868343",-122.327403168,37.9328536987,2005,"0710","0","5","3","05",0,1,"A",,"Y",,,,1200,1,"D","G","A","MACDONALD AV","45TH ST",0,,"Y","2005-05-17",710,"2005-01-21",1150,"1239",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21202,"A","N","A","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868345",-122.318069834,37.9011993408,2005,"0710","0","2","4","03",0,1,"B",,,,,,1800,1,"C","C","A","CENTRAL AV","RYDIN RD",75,"E","N","2005-08-03",710,"2005-01-25",1540,"1281",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","B","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868347",-122.348613171,37.9252052307,2005,"0710","0","5","4","09",0,2,"A",,,,,,1800,1,"D","C","A","CUTTING BL","S 22ND ST",0,,"Y","2005-05-23",710,"2005-01-21",1640,"1550",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868348",-122.360016478,37.9387512207,2005,"0710","0","5","3","11",0,1,"B","Y",,,,,1800,1,"G","B","D","HARBOUR WY","BARRETT AV",140,"N","N","2005-05-24",710,"2005-01-07",1745,"1264",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"Y",2,"A","-",21955,,"F","B","H","-","C","A","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868349",-122.323119803,37.92827887,2005,"0710","0","4","4","12",0,1,"B",,,,,,1500,1,"A","C","A","CUTTING BL","RT 80",11,"E","N","2005-08-04",710,"2005-01-27",1420,"1281",,"5","5","0","0",,"0",,"-","Y","CC",4,80,"-","-",2.188,"R","4","W","Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","W","RICHMOND","CONTRA COSTA","CA",0,0
"1868352",-122.367626865,37.9384155273,2005,"0710","0","5","4","06",0,1,"B",,"Y",,,,1800,1,"C","G","A","BARRETT AV","2ND ST",22,"E","N","2005-05-24",710,"2005-01-07",1655,"1220",,"5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"N",2,"A","-",21750,,"F","B","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868354",-122.312396676,37.9108695984,2005,"0710","0","3","3","05",0,1,"B",,,,,,2100,1,"E","I","A","BURLINGAME AV","BUTTE ST",12,"E","N","2005-05-25",710,"2005-01-26",1814,"1281",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",1,"A","-",21650,,"N","A","H","-","C","D","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868356",-122.332553169,37.9328651428,2005,"0710","0","5","4","09",0,2,"C",,,,,,900,1,"D","C","A","BISSELL AV","39TH ST",0,,"Y","2005-05-24",710,"2005-01-07",856,"1239",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","B","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868357",-122.342703171,37.9362449646,2005,"0710","0","1","4","03",0,1,"A",,,,,,1200,1,"B","C","A","27TH ST","NEVIN AV",0,,"Y","2005-05-25",710,"2005-01-31",1120,"1229",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",4,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868360",-122.336433176,37.9910469055,2005,"0710","0","4","3","12",0,2,"A",,,,,,2100,1,"A","C","A","RICHMOND PKY","ATLAS AV",0,,"Y","2005-05-24",710,"2005-01-06",1845,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","-","-",0,1,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868361",-122.326173625,37.9171485901,2005,"0710","0","1","3","03",0,1,"A",,,,,,2100,1,"B","E","A","HARTNETT AV","CARLSON BL",296,"E","N","2005-05-25",710,"2005-01-24",1943,"1250",,"5","5","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"M","A","H","-","C","-","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868364",0,0,2005,"0710","0","4","3","03",0,1,"A",,,,,,1800,1,"D","C","A","REGATTA AV","MEAD AV",88,"N","N","2005-09-19",710,"2005-01-06",1545,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868369",-122.347570596,37.9370994568,2005,"0710","0","1","4","21",0,1,"A",,,,,,1800,1,"A","C","A","23RD ST","NEVIN AV",75,"N","N","2005-09-08",710,"2005-01-03",1630,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",22106,,"F","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868377",-122.366703175,37.9384155273,2005,"0710","0","7","4","12",0,1,"A",,,,,,1500,1,"D","C","A","BARRETT AV","3RD ST",0,,"Y","2005-05-25",710,"2005-01-30",1215,"1242",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",22450,,"F","A","H","-","A","A","0","Y","D",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868379",-122.352108321,37.984462738,2005,"0710","0","6","4","03",0,1,"B",,,,,,900,1,"A","I","A","COLLINS ST","GRIFFIN DR",20,"S","N","2005-05-17",710,"2005-01-15",620,"1270",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868381",-122.36304681,37.9299621582,2005,"0710","0","7","4","21",0,1,"A",,,,,,1800,1,"C","C","A","S 7TH ST","FLORIDA AV",188,"N","-","2005-05-25",710,"2005-01-30",1525,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",22106,,"F","A","H","-","A","A","0","Y","-",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868384",-122.322773172,37.9748764038,2005,"0710","0","7","4","03",0,1,"C","Y",,,,,2100,1,"G","B","B","GROOM DR","MOYERS RD",0,,"Y","2005-05-19",710,"2005-01-02",1936,"1398",,"5","5","0","0",,"0","012","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","B","H","-","C","A","0","Y","A",,0,0,1,0,1,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868385",-122.332248893,37.9301948547,2005,"0710","0","7","4","05",0,1,"A",,,,,,1800,1,"B","C","A","CENTER AV","S 39TH ST",180,"E","-","2005-05-25",710,"2005-01-30",1530,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21650,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868386",-122.329118976,37.9437866211,2005,"0710","0","6","4","09",0,1,"A",,,,,,900,1,"A","C","A","SAN PABLO AV","GARVIN AV",13,"N","N","2005-05-25",710,"2005-01-22",745,"1401",,"5","5","0","0",,"0","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868390",-122.34771317,37.9252166748,2005,"0710","0","7","4","12",0,2,"A","Y",,,,,1500,1,"G","B","B","CUTTING BL","S 23RD ST",0,,"Y","2005-05-25",710,"2005-01-23",1430,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",3,"A","-",21453,"A","F","A","H","-","A","A","0","Y","-","-",0,0,2,0,2,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868391",-122.355923172,37.9280166626,2005,"0710","0","2","4","09",0,2,"C",,,,,,900,1,"D","C","A","MARINA WY S","MAINE AV",0,,"Y","2005-05-19",710,"2005-01-11",845,"1229",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",3,"A","-",21802,"A","N","B","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868393",0,0,2005,"0710","0","7","4","12",0,2,"A",,,,,,2100,1,"D","C","A","BARRETT AV","SWANS WY",0,,"Y","2005-05-25",710,"2005-01-30",2048,"1220",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868395",-122.366703175,37.9361686707,2005,"0710","0","3","3","-",0,1,"B",,,,,,300,1,"B","E","A","3RD ST","MACDONALD AV",165,"N","N","2005-05-19",710,"2005-01-12",146,"1359",,"5","5","0","0",,"0","007","-","N",,0,0,,,0,,,,"Y",3,"A","-",0,,"M","A","H","-","C","D","0","Y","D",,0,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868397",0,0,2005,"0710","0","7","4","10",0,1,"A",,"Y",,,,1800,1,"G","G","A","MARINA BAY PKY","POTRERO AV",0,,"-","2005-05-25",710,"2005-01-30",1635,"1221",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","-","0","Y","A",,0,0,1,0,0,0,1,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868398",-122.348603172,37.9368743896,2005,"0710","0","1","4","-",0,1,"A",,,,,,1200,1,"A","C","A","22ND ST","NEVIN AV",0,,"Y","2005-05-25",710,"2005-01-24",1100,"834",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"-","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868399",-122.332943176,37.9907951355,2005,"0710","0","1","4","04",0,1,"B",,,,,,900,1,"C","C","A","RICHMOND PKY","SAN PABLO AV",0,,"Y","2005-05-19",710,"2005-01-10",800,"1242",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21703,,"N","A","H","-","A","A","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1868574",-122.324183076,37.94144631,2005,"0710","1","2","4","03",0,1,"A",,,,,,900,1,"C","C","A","RT 80","SOLANO AV",1056,"W","N","2005-08-04",9370,"2005-01-11",830,"01396",,"1","5","0","1",,"2","082","-","Y","CC",4,80,"-","-",3.21,"H","-","W","Y",2,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1871774",-122.358756796,37.92275612,2005,"0710","1","5","4","03",0,4,"A",,,,,,900,1,"C","C","A","RT 580","HARBOR WY",5,"E","N","2005-07-25",9370,"2005-01-21",855,"13534",,"1","5","0","1",,"2","058","-","Y","CC",4,580,"-","R",3.59,"H","-","E","Y",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,4,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
"1880530",-122.34346317,37.921815004,2005,"0710","1","7","4","03",0,1,"A",,,,,,2100,1,"C","C","A","RT 580","23RD ST",10,"E","N","2005-08-11",9370,"2005-01-30",1944,"17232",,"2","5","0","1",,"2","058","-","Y","CC",4,580,"-","R",2.728,"R","1","W","N",2,"A","-",22350,,"N","A","H","-","C","A","1","Y","A","08",0,0,1,0,0,0,0,0,0,"T","-","RICHMOND","CONTRA COSTA","CA",0,0
"1883788",-122.31632369,37.983369521,2005,"0710","1","1","3","08",0,1,"B",,,,,,1200,2,"E","I","A","RT 80","RICHMOND PKY",2112,"W","N","2005-08-29",9370,"2005-02-14",1005,"01396",,"1","5","0","1",,"2","083","-","Y","CC",4,80,"-","-",6.5,"H","-","W","Y",1,"A","-",22107,,"N","A","H","-","A","D","6","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","RICHMOND","CONTRA COSTA","CA",0,0
